date,plan_cost,emergency_cost,total_cost,emergency_kwh,surplus_kwh
2025-03-16,43612.1413974592,4716.80895411667,48328.95035157587,1427.1061000000007,5575.274333333333
2025-03-17,46714.774335937094,1437.126543625002,48151.9008795621,353.3307500000005,15104.70925
2025-03-18,43999.29099563092,4247.941025050002,48247.23202068092,982.5680333333338,8440.68795
2025-03-19,42359.29869344858,2739.2029542166647,45098.501647665245,591.9725499999997,6922.25755
2025-03-20,46130.95184157167,2417.150347908333,48548.10218948,650.6633333333333,9964.95115
2025-03-21,16230.759277353332,1457.5209270916687,17688.280204445,525.6212666666671,16660.866116666668
2025-03-22,16554.25692802667,1333.3968014333332,17887.653729460002,405.1746666666666,13489.912466666668
2025-03-23,42718.85796000483,5384.76198256667,48103.6199425715,1410.282250000001,9088.171466666668
2025-03-24,39262.85866486518,7273.535761999999,46536.39442686518,1791.842,4937.843266666667
2025-03-25,42127.294776866845,5479.850565175008,47607.145342041855,1536.234533333335,5987.4780500000015
2025-03-26,40489.3400033737,1207.9928106500001,41697.3328140237,415.7967500000001,7627.4315975
2025-03-27,42960.43050635568,860.4875736000009,43820.918079955685,330.02610000000016,8428.30061666667
2025-03-28,15804.028818838333,1466.9876976,17271.016516438332,402.88701666666657,17454.285183333333
2025-03-29,15748.590790905,915.2837974499989,16663.874588355,240.63289999999986,20305.753516666668
2025-03-30,39590.01064862333,6211.19366310833,45801.20431173166,1412.8352333333326,8215.765252666666
2025-03-31,39587.02280649769,5976.8687119333335,45563.891518431024,1520.0891666666669,6051.969099999999
2025-04-01,41289.34597745802,6195.494333299999,47484.840310758016,2146.2522999999997,6233.090966666667
2025-04-02,37729.00705078586,19212.198467516668,56941.20551830253,5152.776400000001,3610.041933333333
2025-04-03,40983.29792655974,2251.5295245416664,43234.8274511014,612.8271166666664,8945.904349999997
2025-04-04,15376.10758120333,1070.1036923083357,16446.211273511668,301.98646666666707,21185.626916666668
2025-04-05,15557.328360848333,6968.758090125,22526.086450973333,1706.7733833333332,17003.124666666663
2025-04-06,39623.52374378541,2479.788483366666,42103.31222715208,633.1406666666664,8363.206166666667
2025-04-07,39708.050199751,1382.3446090500033,41090.394808801,474.1126833333343,9592.525457833337
2025-04-08,41162.18646122556,5002.6741574333255,46164.86061865889,1097.4085999999986,12258.880016666666
2025-04-09,40791.256271761355,6866.351957125,47657.608228886354,1703.5015666666668,7018.420049999999
2025-04-10,38800.50915166258,3404.189123774998,42204.69827543758,788.5852499999992,6950.099533333332
2025-04-11,14725.913725609997,1553.4975570500008,16279.411282659998,381.7578833333335,21425.96188333333
2025-04-12,15100.832142025003,558.3733953250003,15659.205537350004,197.00718333333336,17868.541516666668
2025-04-13,37896.965855427654,3713.759850233333,41610.72570566099,884.6474666666663,6149.5939
2025-04-14,36861.712624515734,5383.669233433332,42245.38185794907,1270.6710499999995,7141.9208666666655
2025-04-15,38511.984314616966,3257.8777081916674,41769.86202280864,744.1859000000001,10614.11813333333
2025-04-16,40304.03631816992,715.9043428333327,41019.94066100325,217.68674999999996,8238.438800000002
2025-04-17,38144.66423185691,1664.912492941667,39809.57672479857,504.5692499999998,7145.2761666666665
2025-04-18,14498.156315510001,2408.3055137583324,16906.461829268334,660.6044166666663,20256.55940288066
2025-04-19,14001.704922213334,2144.643509691666,16146.348431905,591.6396166666666,18704.838166666665
2025-04-20,38009.22717783228,1916.4288369583292,39925.65601479061,570.1298666666653,8733.647883333331
2025-04-21,36784.012519304444,1843.9495525666669,38627.96207187111,568.4186333333332,10690.79515
2025-04-22,35821.124447817216,3766.8897107583325,39588.01415857555,1323.6068666666663,5303.575766666668
2025-04-23,37784.660545381485,1062.723724299999,38847.38426968148,256.16126666666645,9229.814699999997
2025-04-24,36762.03370349055,561.8485064750015,37323.88220996555,130.85450000000014,11124.491483333335
2025-04-25,13666.247519546667,788.0240728083327,14454.271592354999,244.85108333333312,23085.648649999996
2025-04-26,13517.408393456,2358.0097489083328,15875.418142364333,584.1003833333334,25124.54496666667
2025-04-27,36048.86664606989,2368.0654039499987,38416.93205001989,597.9354666666663,9064.433583333333
2025-04-28,34249.275820336945,20078.74631151666,54328.022131853606,5735.158283333332,3105.689316666667
2025-04-29,37089.07830986142,3472.703955649998,40561.782265511414,791.0747499999995,12893.665316666667
2025-04-30,35638.655944729195,3051.3680284500033,38690.023973179195,896.3122833333341,9565.85138333333
2025-05-01,33726.06846149999,17688.17038426667,51414.23884576666,3952.0841500000006,5949.001069958853
2025-05-02,13563.007553043331,17616.869189708334,31179.876742751665,3990.143416666667,14052.668822666668
2025-05-03,14345.435285571668,8389.269327933342,22734.70461350501,2003.8072000000013,18550.018335596706
2025-05-04,36986.04201436228,8506.682830283333,45492.724844645614,2599.2061666666664,8322.858733333333
2025-05-05,42842.68754571646,8216.740261150004,51059.42780686646,1877.067950000001,14736.779941666666
2025-05-06,36726.606196571105,11914.210614983333,48640.81681155444,2683.6804166666666,6974.428883333334
2025-05-07,36267.37868825258,17523.528611066668,53790.90729931925,3824.344766666666,6425.327833333333
2025-05-08,39848.85073718167,13638.507750266665,53487.358487448335,3805.553466666666,7914.14515
2025-05-09,18549.367879278332,372.0579556666665,18921.425834945,148.9985999999999,22140.988149999997
2025-05-10,17079.846211238335,775.410346791666,17855.25655803,217.9998166666666,16613.712649999994
2025-05-11,39057.56347207389,6977.473171241665,46035.03664331556,1650.5071666666663,7024.991116666668
2025-05-12,41169.97955354998,3980.7708002833324,45150.75035383331,1537.5611833333326,13400.994166666664
2025-05-13,39224.88436829667,3471.935044641665,42696.819412938334,960.4424166666666,8687.1483
2025-05-14,41166.702111254075,967.8565897250011,42134.558700979076,375.9014166666668,11045.910683333332
2025-05-15,40551.79451377274,4422.341679108335,44974.13619288107,1088.1919666666668,12026.361966666667
2025-05-16,15859.782753345,1343.173718533333,17202.956471878333,493.62800000000004,24808.828091563788
2025-05-17,16007.441577101661,2183.1670144833342,18190.608591584994,591.2950000000003,17527.94588333333
2025-05-18,39989.2115837379,3289.569093241662,43278.780676979564,1099.8410666666655,9790.497266666665
2025-05-19,38372.594306807776,3784.575363225,42157.169670032774,715.3622166666665,13393.395166666665
2025-05-20,38654.5878350816,5868.473958358339,44523.061793439934,1382.4336500000009,7659.809049999998
2025-05-21,38476.851690522526,4737.590092491664,43214.44178301419,1234.8207499999996,10442.475116666667
2025-05-22,38486.31230856784,3134.930423258327,41621.24273182616,793.8865333333322,10086.277850000002
2025-05-23,15159.581479251665,2448.559544758333,17608.141024009998,581.4475166666666,20271.861249999994
2025-05-24,16096.339502451663,1046.664832658334,17143.004335109996,269.50738333333345,23530.727066666666
2025-05-25,38506.571427009694,3347.6555654666668,41854.22699247636,742.2919333333334,13293.618649999997
2025-05-26,36024.16858724087,10825.848060508335,46850.0166477492,3368.4212833333336,4483.65705
2025-05-27,40286.523521587005,747.7862432916678,41034.30976487867,247.34228333333377,14107.558310166663
2025-05-28,38560.56024708481,5245.793448783335,43806.35369586814,1726.1068500000003,9089.031383333333
2025-05-29,37899.558582173326,6221.556786416665,44121.11536858999,1412.0404833333328,6462.311299999999
2025-05-30,15452.007022958333,1639.6075969833341,17091.614619941665,400.80435000000017,20289.66258333333
2025-05-31,14964.080076046666,3399.9351157,18364.015191746665,826.9684333333333,18430.99354053498
2025-06-01,36939.89396862296,56127.963306658334,93067.85727528129,14449.7411,664.4127166666663
2025-06-02,42750.34250184389,31935.091262424998,74685.43376426888,7861.871316666666,6561.641016666666
2025-06-03,40360.2008213955,27984.329161533333,68344.52998292883,7376.799983333332,1731.538749999999
2025-06-04,44694.29065211192,18171.16299114166,62865.45364325358,4807.480966666666,4486.8813666666665
2025-06-05,47488.70099338,10698.65624344166,58187.357236821656,2941.424966666665,4493.528850000002
2025-06-06,19587.05799373,17814.37463205,37401.43262578,4811.67975,5973.702900000002
2025-06-07,18776.783596527668,15122.924998266664,33899.708594794334,4149.306349999999,4328.82872083333
2025-06-08,62481.098017941666,1205.4682310999997,63686.566249041665,284.9876833333333,28279.097066666665
2025-06-09,60292.35141303833,751.6439196583349,61043.995332696664,330.4537666666673,18639.28938333333
2025-06-10,57547.988472901605,520.7937977333333,58068.78227063494,197.7527666666668,14239.343816666666
2025-06-11,54331.271612717,8795.633503424997,63126.90511614199,1863.5486833333325,7968.353633333332
2025-06-12,53987.38269123039,2206.9339456666657,56194.316636897056,557.2257166666664,9754.934633333334
2025-06-13,27288.199152886173,1210.257915874999,28498.45706876117,241.11314999999973,16130.3253
2025-06-14,26261.645712380083,285.24105827499983,26546.88677065508,100.94604999999996,17969.40887222222
2025-06-15,50255.20036331486,7855.414196391661,58110.614559706526,1898.2629166666652,7577.901416666665
2025-06-16,54743.81290887309,4082.6990448666684,58826.51195373976,1017.8600666666672,10739.475283333333
2025-06-17,54645.82144884333,8006.257721124996,62652.079169968325,1887.382199999999,9771.48295
2025-06-18,58725.37258147833,798.638404908333,59524.01098638667,294.4832999999999,16119.514266666665
2025-06-19,55829.63512595166,1487.6376072916673,57317.27273324333,464.72630000000004,15587.524133333332
2025-06-20,24896.11098192537,395.7419654166662,25291.852947342035,137.48883333333333,18502.4302
2025-06-21,23589.523993206665,575.6347272416673,24165.158720448333,217.31305000000006,19780.779176162556
2025-06-22,53354.37140517703,1110.9620505750001,54465.33345575203,381.8792000000002,13726.899416666665
2025-06-23,55305.11878413388,955.4741597583347,56260.59294389222,339.0950833333334,16779.97593333333
2025-06-24,55923.671131561816,7774.953114166668,63698.62424572848,1850.5636000000004,9473.285
2025-06-25,53211.93658042096,2530.1419342166673,55742.07851463763,753.4474666666669,10808.922050000001
2025-06-26,51750.37758301824,2079.1985746333316,53829.57615765157,552.2691166666666,11099.969366666664
2025-06-27,22405.40452280296,981.9647409833331,23387.369263786295,328.40145000000007,17522.106977983538
2025-06-28,20813.1386494865,3165.2780288750014,23978.4166783615,836.0139333333339,13466.559766666667
2025-06-29,51643.35633986167,4581.469577633336,56224.82591749501,1083.373333333334,10533.832816666665
2025-06-30,51364.57745629073,7349.201434016667,58713.778890307396,1934.2765499999998,9291.6858
2025-07-01,59281.72979608,15143.009717508334,74424.73951358833,4642.228866666667,13972.72705
2025-07-02,54448.37446791389,14542.060515666662,68990.43498358055,4500.988433333332,13747.977316666667
2025-07-03,53367.87482698807,19904.868975274996,73272.74380226307,5507.774433333332,6118.040833333333
2025-07-04,24369.843888511663,7701.9913951666695,32071.83528367833,2236.8263000000006,12818.316920051442
2025-07-05,25364.529220994074,8247.75573075,33612.28495174408,2266.4253833333332,14683.011899999998
2025-07-06,56966.98973210652,10791.81325540833,67758.80298751485,2641.0891666666653,9090.556083333335
2025-07-07,57393.31546629814,5319.553245666664,62712.8687119648,1564.7773999999995,14777.595533333333
2025-07-08,63642.6883162211,583.6542729166653,64226.34258913777,151.89833333333303,19680.630216666665
2025-07-09,58729.44156245986,1363.183714166665,60092.625276626524,369.8596499999994,14616.843216666664
2025-07-10,63211.87312833574,207.5747105249992,63419.44783886074,52.73264999999981,21173.845783333334
2025-07-11,29709.43629544167,4165.762538291661,33875.19883373333,1748.1671833333314,15337.958496450616
2025-07-12,28740.959403756366,473.964643241667,29214.924046998032,197.79726666666673,14283.8417
2025-07-13,62095.749442354994,718.5422523666664,62814.29169472166,170.52311666666657,22949.000366666667
2025-07-14,55935.60191116764,1823.2637279833336,57758.86563915098,359.11745000000013,13518.547166666667
2025-07-15,58431.79562424812,2988.552441183333,61420.348065431455,1233.147333333333,15507.688433333333
2025-07-16,56357.39338803354,1987.9097454916655,58345.3031335252,522.4076833333329,13141.817799999997
2025-07-17,55860.68756249333,2180.870928566667,58041.55849106,662.6730333333331,11340.923736625511
2025-07-18,28826.708414499997,620.207094416665,29446.915508916663,125.53636666666625,15291.175431069962
2025-07-19,29169.269290605902,637.0463490833329,29806.315639689234,198.91986666666662,19653.146
2025-07-20,54039.02523378105,5789.978825666669,59829.00405944772,2094.0176833333335,10278.3829
2025-07-21,55091.491920961715,2843.131581125,57934.62350208672,811.6947833333334,9617.479016666664
2025-07-22,55745.707602618066,2684.720119491669,58430.427722109736,765.127183333334,11468.05415
2025-07-23,55405.09728995826,3346.6910487416676,58751.78833869993,867.9105166666673,10444.435283333334
2025-07-24,56568.67644227239,3241.1293203166665,59809.80576258906,849.9945333333328,11902.84906666667
2025-07-25,27996.510253795743,819.9571232083326,28816.467377004075,208.86003333333304,18889.06155
2025-07-26,27664.17090996275,1265.953369858333,28930.124279821084,431.7456500000001,15008.384000000002
2025-07-27,55854.606181619034,2748.2656367499985,58602.871818369036,807.4776499999997,11395.257066666669
2025-07-28,56051.76862807807,2459.920844774997,58511.68947285307,585.7023666666659,7184.282650000002
2025-07-29,56812.44689429146,2401.7802984916657,59214.227192783124,767.6114333333325,10064.9505
2025-07-30,57404.84833753246,625.0388156833336,58029.887153215794,165.05976666666666,11847.84335
2025-07-31,56389.83995602243,5536.704508841667,61926.5444648641,1199.4076666666667,11203.218366666668
2025-08-01,27068.856966340267,551.5568892916655,27620.413855631934,229.1341999999999,21813.791116666667
2025-08-02,27546.016008668317,595.1321938416668,28141.148202509983,140.1431500000001,23201.068266666665
2025-08-03,54965.02145456914,1404.1291699166666,56369.15062448581,343.07100000000025,19803.5593
2025-08-04,56782.893614438326,835.525135233333,57618.41874967166,256.80933333333303,20395.175333333333
2025-08-05,55676.53493436333,1555.2213596333322,57231.75629399666,403.8111666666666,19598.591883333327
2025-08-06,54263.250987123865,2313.166247366665,56576.41723449053,634.209916666666,13981.788666666667
2025-08-07,54620.42623179885,1334.6544960583315,55955.08072785718,462.48333333333267,18850.511433333333
2025-08-08,24984.273711325,2067.612364075004,27051.886075400005,508.79156666666734,24234.745113580244
2025-08-09,25117.564107358332,1232.6227571500017,26350.186864508334,353.82448333333383,21153.10055
2025-08-10,48327.12934434,6795.8224773333295,55122.95182167333,1956.0377166666658,8905.767983333333
2025-08-11,48906.00843947358,3311.3428167750008,52217.351256248585,726.1461333333334,10172.477683333334
2025-08-12,49175.53561984839,5630.044374058338,54805.57999390673,1300.653283333334,8335.891670999998
2025-08-13,51064.97588089195,2092.1583914999997,53157.13427239195,612.3736999999996,11095.622016666664
2025-08-14,48699.25347310123,5235.605193166664,53934.85866626789,1373.5973333333327,8573.751
2025-08-15,24871.953707349996,1812.1988811916674,26684.152588541663,533.7180333333331,22656.6526
2025-08-16,25203.41605142,2130.8530125083294,27334.269063928332,479.6658499999994,23422.996066666663
2025-08-17,49741.23438454216,2301.1441143833354,52042.37849892549,591.1010500000003,12385.413620833337
2025-08-18,48811.24349629105,4990.530159483332,53801.77365577438,1138.7754666666665,10020.46935
2025-08-19,51460.850923591905,1388.0295504083306,52848.88047400024,395.9763333333322,13150.565633333332
2025-08-20,49473.02437498043,11397.563675449994,60870.58805043042,2853.8914499999987,6703.083966666665
2025-08-21,50974.063441602775,4986.360566666661,55960.42400826944,1271.7523499999988,11405.154833333338
2025-08-22,25181.75396999638,3924.7300429499983,29106.48401294638,963.7852999999997,19790.170666666665
2025-08-23,25555.087372765,930.7883341499964,26485.875706914994,253.5235166666659,17990.77453333333
2025-08-24,49793.632173873266,3280.344840300001,53073.977014173266,828.6796000000003,11466.685516666665
2025-08-25,50198.95039099971,10758.0471659,60956.9975568997,3257.992799999999,7349.26264233333
2025-08-26,50127.93093094833,3783.8144939416675,53911.745424889996,846.8527000000004,10757.073800000002
2025-08-27,54194.24862364166,1517.055832533334,55711.30445617499,408.03170000000017,13587.424933333332
2025-08-28,50713.377197463764,13067.92296681667,63781.30016428043,3169.337450000001,8636.4146
2025-08-29,26503.869070941662,2750.1206418416677,29253.989712783332,642.3143000000002,19385.406333333332
2025-08-30,25659.999484371667,2645.374772199998,28305.374256571664,698.3601166666666,22553.18746769547
2025-08-31,49849.98526355403,6969.659167124997,56819.64443067903,2410.604133333333,8984.847833333333
2025-09-01,54027.890198314744,0.0,54027.890198314744,0.0,27527.151749999997
2025-09-02,49416.57026341167,448.26268893333224,49864.832952345,120.80764999999977,19985.991266666668
2025-09-03,50948.547381423945,7.720549999999973,50956.26793142394,3.513333333333321,20129.510666666665
2025-09-04,52009.85479203104,622.6669399083344,52632.52173193937,167.1627333333336,24405.419583333336
2025-09-05,24784.504314561662,0.0,24784.504314561662,0.0,32351.840399999997
2025-09-06,24555.21890257667,1053.3660936666654,25608.584996243335,252.60263333333302,31117.6434715
2025-09-07,49560.15959194623,604.4994494916668,50164.659041437895,126.07121666666683,19330.3886
2025-09-08,39228.41248251104,13854.951483916671,53083.363966427714,3410.4881333333346,4321.232766666666
2025-09-09,40313.670431603954,6557.9954661750035,46871.665897778956,1625.7306000000005,9789.3272
2025-09-10,42171.74858511715,11016.142549116663,53187.89113423381,2618.7692999999995,5175.861916666667
2025-09-11,42244.2067501042,1828.0650829333338,44072.27183303753,465.8980166666669,10668.952449999999
2025-09-12,18467.931757874998,2161.2494604916665,20629.181218366663,591.7547999999999,19429.975999999995
2025-09-13,18645.98763325667,3989.359667816667,22635.347301073336,959.932,24017.720395679007
2025-09-14,42232.45522759494,4536.713902466672,46769.16913006161,1211.1327500000016,5741.387116666669
2025-09-15,45026.72121947656,4400.770069083335,49427.4912885599,1017.7611833333337,14499.94755
2025-09-16,41477.34844320531,7814.7562483416605,49292.10469154697,2765.2869999999984,4986.287
2025-09-17,46677.90318335818,1488.245516241668,48166.14869959985,445.6047833333334,11017.292283333329
2025-09-18,41788.5805423,6011.687689608333,47800.26823190833,1534.93915,5353.520500000001
2025-09-19,19362.148573538332,2057.893991491671,21420.042565030002,587.9314000000011,16638.017066666664
2025-09-20,19183.15727252333,2823.445208658334,22006.602481181664,664.6200000000003,16561.981116666666
2025-09-21,45874.034576575,1438.8995587416648,47312.93413531667,356.10013333333325,11756.253735596712
2025-09-22,43509.64978487092,6493.582456958327,50003.232241829246,2058.9871833333323,6538.151449999999
2025-09-23,45479.55390529036,3459.8212785416677,48939.37518383203,789.2620833333335,8024.863616666666
2025-09-24,46039.3745364262,2125.312552275004,48164.687088701205,674.1265500000009,9107.193183333333
2025-09-25,45239.775027542644,3711.0685585500028,48950.84358609265,974.8802500000008,8684.580783333331
2025-09-26,20001.265661454465,1075.9320838750002,21077.197745329464,296.88658333333336,15622.353899999998
2025-09-27,19972.978573576667,4728.285629275,24701.264202851668,1271.0528333333332,16385.63285
2025-09-28,43967.327197203645,8179.940277091668,52147.26747429531,1931.314666666667,5287.966816666669
2025-09-29,46549.42629560376,2476.3289565583364,49025.7552521621,563.5158166666669,8277.021583333335
2025-09-30,47415.35940277602,3012.9173214749994,50428.276724251016,823.5167833333335,6033.8045
2025-10-01,46504.34421273845,141.62713953333306,46645.97135227178,65.17336666666654,20697.12978333333
2025-10-02,45566.95496794993,400.7207731916665,45967.6757411416,183.25578333333328,17292.7159865
2025-10-03,19092.79412169609,256.4870134166671,19349.281135112757,118.87155000000018,24186.425245666673
2025-10-04,20279.16630289401,239.86187490000003,20519.02817779401,78.41731666666664,20369.062966666665
2025-10-05,46534.16689805919,604.1108739166662,47138.27777197586,279.06703333333314,16079.998749999999
2025-10-06,46163.8469334443,438.6601875666667,46602.50712101097,187.26000000000008,11809.465516666667
2025-10-07,48199.026393701664,274.6223469916673,48473.64874069333,129.42823333333365,14313.583716666668
2025-10-08,36872.638158598944,13161.01842282501,50033.65658142395,4014.252866666669,3592.201383333334
2025-10-09,38788.85723622,5521.041424691668,44309.89866091167,1419.2749333333336,5331.169500000002
2025-10-10,16471.453080488332,2571.5917299083335,19043.044810396666,760.1992166666666,20244.40926666667
2025-10-11,17775.751095537533,556.0486099750016,18331.799705512534,137.9817000000004,16816.97825
2025-10-12,41344.32562785512,2141.983665525003,43486.30929338012,635.3035333333339,5588.861783333332
2025-10-13,43401.712140648335,391.29791357499823,43793.010054223334,125.62469999999934,9701.448866666668
2025-10-14,42497.96114134278,1988.189692275002,44486.15083361778,561.1377500000008,4921.002233333334
2025-10-15,42156.53317660499,8577.943243375,50734.47641998,2060.5314833333337,4830.9366833333315
2025-10-16,42343.24975075734,9290.324893266665,51633.574644024004,2426.9384499999996,3929.5443
2025-10-17,18025.5331935942,2266.4383232499986,20291.971516844198,604.5557166666662,15669.1952
2025-10-18,18123.196725782036,1073.5552760583332,19196.75200184037,403.9498666666667,15407.346033333328
2025-10-19,44399.95560444192,6184.175543533331,50584.131147975255,1618.7676499999995,5971.709654500003
2025-10-20,44378.64619024977,7617.863031316667,51996.50922156643,1763.5502,5068.411433333334
2025-10-21,46162.83420870158,4066.9800474583367,50229.814256159916,1221.4666333333344,5045.617133333333
2025-10-22,46960.66034896244,4173.630018241671,51134.290367204114,933.280633333334,7217.988183333336
2025-10-23,48193.78958244837,1303.1100195333318,49496.899601981706,378.69871666666614,9806.846
2025-10-24,18132.69709368173,2486.501407149998,20619.198500831728,629.311833333333,13369.819449999997
2025-10-25,18461.98686311148,1578.7312476750003,20040.71811078648,431.5420833333334,12700.849783333337
2025-10-26,48023.16899729604,1423.6626367750016,49446.83163407104,485.9152833333336,8313.146049999998
2025-10-27,47558.70998189327,2910.497505950002,50469.20748784327,752.8287333333336,9033.580633333333
2025-10-28,48899.89541768845,1029.4037200000002,49929.29913768845,286.8523666666666,8578.078683333333
2025-10-29,48991.28649813703,4312.817785125004,53304.10428326203,1171.3266500000007,5725.158099999999
2025-10-30,46766.33965253485,2767.8331021999966,49534.17275473485,705.2983833333325,6804.984233333335
2025-10-31,19439.548583816664,752.6442502249995,20192.192834041663,218.2262166666664,9274.179133333331
2025-11-01,19097.7011285684,998.7684427666668,20096.469571335067,337.7001166666668,10186.100181893002
2025-11-02,47840.61729311315,2674.21537316667,50514.83266627982,577.357533333334,4595.929833333333
2025-11-03,47829.21849053602,7608.4791546,55437.69764513602,2793.1973666666663,5235.8421166666685
2025-11-04,49488.787671861865,1665.396017316672,51154.183689178535,463.1388833333343,7902.067616666667
2025-11-05,52247.51609470352,1299.0615924333385,53546.57768713686,452.85715000000135,9231.200416666665
2025-11-06,48394.48819870433,8652.502139733333,57046.99033843767,2180.3094333333333,3982.961449999999
2025-11-07,20232.829769037344,1092.6220125999998,21325.451781637345,317.05409999999983,11342.502873499998
2025-11-08,19743.06614235037,624.4652898083328,20367.531432158703,185.94073333333301,10018.828957500002
2025-11-09,51454.971830380746,2187.3256160333344,53642.29744641408,643.4322500000001,6543.9937500000015
2025-11-10,51477.03542940988,4779.98932123333,56257.024750643206,989.9399666666661,5434.53335
2025-11-11,50270.365404452124,3192.8368053499958,53463.20220980212,948.3418166666659,4859.1001000000015
2025-11-12,51531.51656910728,1684.089747466665,53215.60631657395,340.05849999999964,7201.072133333331
2025-11-13,53143.54804701269,3648.7998609916635,56792.347908004354,872.2328833333324,8054.7698
2025-11-14,20392.373589758412,2146.8733431416504,22539.246932900063,589.8268166666644,7722.8376833333305
2025-11-15,19847.89505249414,1717.934635583334,21565.829688077472,478.6635000000002,5945.233533333334
2025-11-16,53063.91678416933,4351.409295291667,57415.326079460996,1176.5043166666667,6280.303716666667
2025-11-17,55577.96288277629,1087.2528174000024,56665.2157001763,340.18135000000063,10861.685333333333
2025-11-18,53181.5033310824,2299.818378766665,55481.321709849064,774.7706333333331,5499.1461
2025-11-19,53027.8917566524,2360.2009566666657,55388.09271331907,709.8611666666662,4391.285433333334
2025-11-20,53601.737872771104,1774.0957188416648,55375.83359161277,477.7653166666662,6182.918116666667
2025-11-21,21633.36800201716,1044.7941774666665,22678.162179483825,388.66116666666636,8622.371200000001
2025-11-22,21253.051144015368,829.1990508999996,22082.250194915367,244.59994999999986,6502.020316666667
2025-11-23,54856.29629836369,1254.4862352416653,56110.78253360536,331.4404833333332,6908.891499999998
