date,hour,price_yuan_per_kwh,load_kwh,pv_kwh,actual_net_kwh,planned_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,soc_end_kwh,emergency_kwh,spill_kwh
2025-03-20,15:00-16:00,0.7422833333333334,6143.90075,3995.0740333333333,2148.8267166666665,4304.013879487307,3111.774689737478,813.5587993760317,14.781879355711567,10783.575689604764,0.0,164.17105305049188
2025-03-20,16:00-17:00,0.8838666666666666,6145.994566666666,2135.0368,4010.9577666666664,4486.791017222222,4096.048404283855,38.336421604330454,16.27062214379589,10800.0,0.0,63.02483815665424
2025-03-20,17:00-18:00,1.03135,5657.616433333333,507.3577833333333,5150.258650000001,5472.92402375,5458.62279711446,0.0,0.0,10800.0,0.0,308.36414711446105
2025-03-20,18:00-19:00,1.2737,4370.147283333333,0.9963,4369.150983333333,3092.458862916667,3164.5084225714077,0.0,1279.6360198986094,9378.182200112657,0.0,74.99345913668401
2025-03-20,19:00-20:00,1.3482666666666665,4337.11275,0.005149999999999999,4337.107599999999,0.0,0.0,0.0,4337.107599999999,4559.173755668212,0.0,0.0
2025-03-20,20:00-21:00,1.2652,4359.594133333334,0.0,4359.594133333334,1514.0985066666667,1524.9689545903038,95.59130459030382,2930.2164833333336,1389.4098372068931,0.0,0.0
2025-03-20,21:00-22:00,0.8275666666666667,4184.898283333333,0.0,4184.898283333333,4201.782785833334,4223.837431240538,49.375696014156006,10.436548106951136,1422.2517990563545,0.0,0.0
2025-03-20,22:00-23:00,0.41815,3235.261633333333,0.0,3235.261633333333,4266.887295416666,4266.887295416666,1013.3576266666665,0.0,2334.273663056355,0.0,18.268035416666635
2025-03-20,23:00-24:00,0.4249166666666666,3189.475133333333,0.0,3189.475133333333,3280.0077481249996,3280.0077481249996,130.76410333333314,40.231488541666636,2407.259702121169,0.0,0.0
2025-06-21,00:00-01:00,0.42650000000000005,3076.1164999999996,0.0,3076.1164999999996,3441.75275125,3441.75275125,370.86361083333344,5.227359583333396,3473.2636702995305,0.0,0.0
2025-06-21,01:00-02:00,0.4307999999999999,3005.5833166666666,0.0,3005.5833166666666,3200.61582625,3200.61582625,203.9293229166666,8.896813333333284,3646.9147127763817,0.0,0.0
2025-06-21,02:00-03:00,0.43373333333333336,2905.1662499999998,0.0,2905.1662499999998,3022.14241125,3022.14241125,131.12224833333295,14.146087083333327,3749.2068617393443,0.0,0.0
2025-06-21,03:00-04:00,0.4365333333333334,2869.9210166666667,0.0029,2869.9181166666667,2970.2631137500002,2970.2631137500002,108.52570125000005,8.180704166666715,3837.7903215680476,0.0,0.0
2025-06-21,04:00-05:00,0.4394,2727.9485,1.7754833333333333,2726.1730166666666,2824.264687916666,2824.264687916666,98.09167124999931,0.0,3926.072825693047,0.0,0.0
2025-06-21,05:00-06:00,0.52655,2693.0808166666666,501.9899,2191.0909166666665,2022.7529607628671,2022.7529607628671,477.186960762867,645.5249166666665,3638.29118297222,0.0,0.0
2025-06-21,06:00-07:00,0.8710333333333334,2893.938333333333,1904.7192666666665,989.2190666666667,0.0,0.0,0.0,989.2190666666667,2539.158886675924,0.0,0.0
2025-06-21,07:00-08:00,0.8470666666666666,3146.0707166666666,3405.3149833333327,-259.2442666666666,0.0,0.0,344.4542499999999,85.2099833333333,2754.489952416665,0.0,0.0
2025-06-21,08:00-09:00,1.0814666666666666,3222.026383333333,4504.95375,-1282.9273666666668,0.0,0.0,1282.9273666666668,0.0,3909.1245824166645,0.0,0.0
2025-06-21,09:00-10:00,0.9789499999999999,3788.4271166666663,5803.06855,-2014.6414333333337,0.0,0.0,2014.6414333333337,0.0,5722.301872416664,0.0,0.0
2025-06-21,10:00-11:00,0.8651666666666668,3743.5060166666663,7003.922816666667,-3260.4168,0.0,0.0,3260.4168,0.0,8656.676992416664,0.0,0.0
2025-06-21,11:00-12:00,0.4729166666666667,3758.758816666666,7850.533583333334,-4091.7747666666664,0.0,0.0,2381.4700084259302,0.0,10800.0,0.0,1710.3047582407362
2025-06-21,12:00-13:00,0.5249833333333334,3862.8073166666663,8321.05995,-4458.2526333333335,0.0,0.0,0.0,0.0,10800.0,0.0,4458.2526333333335
2025-06-21,13:00-14:00,0.88455,3841.9473333333335,6831.321116666665,-2989.3737833333334,0.0,0.0,0.0,0.0,10800.0,0.0,2989.3737833333334
2025-06-21,14:00-15:00,0.9537833333333333,4073.2814166666662,5855.1996,-1781.918183333333,0.0,0.0,0.0,0.0,10800.0,0.0,1781.918183333333
2025-06-21,15:00-16:00,0.7422833333333334,4064.6298333333325,4773.151666666666,-708.5218333333333,248.2116736111106,281.8723567405954,0.0,0.0,10800.0,0.0,990.3941900739287
2025-06-21,16:00-17:00,0.8838666666666666,3817.164583333333,3201.6562666666664,615.5083166666666,1377.6016084722226,1422.676218036459,0.0,0.0,10800.0,0.0,807.1679013697924
2025-06-21,17:00-18:00,1.03135,3480.8288333333326,1714.7457333333332,1766.0830999999998,2185.290246805555,2291.880684303444,0.0,0.0,10800.0,0.0,525.797584303444
2025-06-21,18:00-19:00,1.2737,3476.3986999999997,399.3231499999999,3077.0755499999996,1584.2011481944437,1166.6687089401257,135.56832242320377,2045.975163483078,8648.705752977461,0.0,0.0
2025-06-21,19:00-20:00,1.3482666666666665,3529.6632833333333,0.5826833333333333,3529.0805999999993,0.0,0.0,0.0,3529.0805999999993,4727.5050863107945,0.0,0.0
2025-06-21,20:00-21:00,1.2652,3598.2315333333336,0.0029999999999999996,3598.228533333333,1363.5406254166664,1330.2441559087383,217.91220590873843,2485.896583333333,2161.518756813844,0.0,0.0
2025-06-21,21:00-22:00,0.8275666666666667,3460.517999999999,0.0,3460.517999999999,3762.27980625,3702.8939840721823,242.3759840721824,0.0,2379.6571424788085,0.0,0.0
2025-06-21,22:00-23:00,0.41815,3244.8442333333332,0.0,3244.8442333333332,4323.226938333333,4311.986785756894,1037.6875741666663,0.0,3313.5759592288086,0.0,29.454978256894492
2025-06-21,23:00-24:00,0.4249166666666666,3127.2059500000005,0.0,3127.2059500000005,3625.839217083333,3625.839217083333,498.633267083333,0.0,3762.345899603808,0.0,0.0
2025-09-23,00:00-01:00,0.42650000000000005,3490.0587499999997,0.0,3490.0587499999997,8557.629138749999,8557.629138749999,4933.127365833334,0.0,6701.5545886616665,0.0,134.44302291666622
2025-09-23,01:00-02:00,0.4307999999999999,3506.5266499999993,0.0,3506.5266499999993,5464.250661487036,5464.250661487036,1977.1846152370367,45.4015620833336,8430.574562282407,0.0,25.94095833333347
2025-09-23,02:00-03:00,0.43373333333333336,3560.1464333333333,0.0,3560.1464333333333,4370.976599166666,4370.976599166666,847.9864066666663,37.15624083333341,9152.47761624537,0.0,0.0
2025-09-23,03:00-04:00,0.4365333333333334,3564.4371499999997,0.0,3564.4371499999997,3537.7920383333326,3537.7920383333326,20.18204708333326,46.82715875000008,9118.61128223148,0.0,0.0
2025-09-23,04:00-05:00,0.4394,3626.505516666666,0.004783333333333333,3626.5007333333333,3689.7471495833324,3689.7471495833324,84.94731416666639,21.70089791666669,9170.951756185184,0.0,0.0
2025-09-23,05:00-06:00,0.52655,3875.463083333333,0.9282,3874.534883333333,4807.112431666666,4807.112431666666,1686.6111891666665,825.9675373611111,9771.160118256172,0.0,71.9338965277775
2025-09-23,06:00-07:00,0.8710333333333334,4806.1834,817.6040833333333,3988.5793166666663,0.0,0.0,0.0,3988.5793166666663,5339.405321959876,0.0,0.0
2025-09-23,07:00-08:00,0.8470666666666666,5176.798966666667,2770.9242999999997,2405.8746666666666,1125.8491784722246,1391.0751228379554,126.6235730592498,1141.423116887961,4185.118630059911,0.0,0.0
2025-09-23,08:00-09:00,1.0814666666666666,6543.45575,4908.57195,1634.8837999999996,0.0,0.0,0.0,1634.8837999999996,2368.581074504356,0.0,0.0
2025-09-23,09:00-10:00,0.9789499999999999,6566.501483333333,6313.458949999999,253.04253333333327,0.0,0.0,5.300416666666479,258.34294999999975,2086.303727282134,0.0,0.0
2025-09-23,10:00-11:00,0.8651666666666668,6445.474833333334,7044.71905,-599.2442166666665,769.743358333333,525.8189717171418,1128.452155050475,3.388966666666647,3098.145148309043,0.0,0.0
2025-09-23,11:00-12:00,0.4729166666666667,6328.105,8303.810566666665,-1975.705566666666,3504.2645843055557,3004.8696863548157,4619.978749999999,0.0,7256.126023309043,0.0,360.59650302148214
2025-09-23,12:00-13:00,0.5249833333333334,6014.418383333334,8513.879933333334,-2499.461549999999,2018.4566577777796,374.82452597462265,2872.332366666666,0.0,9841.225153309044,0.0,1.9537093079559327
2025-09-23,13:00-14:00,0.88455,6218.809933333333,7494.005499999999,-1275.1955666666668,0.0,0.0,1065.3053852121732,0.0,10800.0,0.0,209.8901814544937
2025-09-23,14:00-15:00,0.9537833333333333,6239.030233333333,5705.23075,533.799483333333,318.5280020833338,257.38484696726846,7.211096967268418,403.62491666666654,10358.017857640913,0.0,119.99918333333358
2025-09-23,15:00-16:00,0.7422833333333334,6333.305683333333,4313.263266666667,2020.0424166666662,3402.040534024346,2780.0438395820115,491.0912692878754,38.583494120432135,10757.129450977298,0.0,307.49364774790206
2025-09-23,16:00-17:00,0.8838666666666666,6531.383199999999,2342.6775166666666,4188.705683333333,4237.38543611111,4187.724817908801,76.99082378199341,77.9716892065253,10739.785982151621,0.0,0.0
2025-09-23,17:00-18:00,1.03135,6046.272999999999,535.7926666666667,5510.480333333333,5505.844655833334,5615.46397199844,89.8967351346409,18.623739395517873,10800.0,0.0,33.71064292598366
2025-09-23,18:00-19:00,1.2737,4853.714966666666,0.7901666666666667,4852.924800000001,3980.4334824999996,4174.422471706398,3.45018623104046,780.2213175138107,9936.192592592593,0.0,98.26880298916784
2025-09-23,19:00-20:00,1.3482666666666665,4825.4824,0.004066666666666666,4825.4783333333335,0.0,16.62301153386204,0.0,4808.855321799471,4593.020012815404,0.0,0.0
2025-09-23,20:00-21:00,1.2652,4966.2279,0.0,4966.2279,1707.1863674999995,2074.4395376718594,15.120025283475798,2900.5333876116165,1383.8131604465136,6.375,0.0
2025-09-23,21:00-22:00,0.8275666666666667,4697.8002,0.0,4697.8002,4514.775983333333,4633.224861953358,8.007053388762415,72.58239143540459,1310.3724069015059,0.0,0.0
2025-09-23,22:00-23:00,0.41815,3504.728933333333,0.0,3504.728933333333,4453.8462083333325,4453.8462083333325,959.3328804166667,57.00599999999997,2110.4319992765063,0.0,46.79039458333318
2025-09-23,23:00-24:00,0.4249166666666666,3461.449483333333,0.0,3461.449483333333,3572.88282125,3572.88282125,165.18056187500008,53.74722395833328,2199.3753672325256,0.0,0.0
2025-12-21,00:00-01:00,0.42650000000000005,3437.1701333333335,0.0,3437.1701333333335,8763.89432875,8763.89432875,4999.999999999999,0.0,7355.723503660434,0.0,326.72419541666693
2025-12-21,01:00-02:00,0.4307999999999999,3723.9967333333334,0.0,3723.9967333333334,5187.8107173217395,5187.8107173217395,1427.761493155073,0.0,8640.7088475,0.0,36.052490833333536
2025-12-21,02:00-03:00,0.43373333333333336,3812.20775,0.0,3812.20775,4866.053295833333,4866.053295833333,1041.3658300000002,0.0,9577.938094500001,0.0,12.47971583333333
2025-12-21,03:00-04:00,0.4365333333333334,4128.030049999999,0.0,4128.030049999999,4144.7933929166675,4144.7933929166675,96.09161250000034,79.3282695833334,9576.278023990742,0.0,0.0
2025-12-21,04:00-05:00,0.4394,4070.6685999999995,0.0,4070.6685999999995,4365.646627499999,4365.646627499999,294.9780274999998,0.0,9841.75824874074,0.0,0.0
2025-12-21,05:00-06:00,0.52655,4470.652216666667,0.0056500000000000005,4470.646566666666,6345.61279986111,6331.5222128425485,1064.7130569547337,0.0,10800.0,0.0,796.162589221148
2025-12-21,06:00-07:00,0.8710333333333334,5398.822683333333,1.0961999999999998,5397.726483333333,4982.565729999999,4883.418628617428,150.83577534460937,665.1436300605144,10196.703719965135,0.0,0.0
2025-12-21,07:00-08:00,0.8470666666666666,5674.9355,849.4510333333333,4825.484466666666,5015.973497777777,4950.81299950757,670.3292000387382,827.7194412461276,9880.311731948746,0.0,282.7187740482925
2025-12-21,08:00-09:00,1.0814666666666666,7273.183233333333,2690.2949,4582.888333333333,170.46259541666632,135.98045904512333,0.0,4446.90787428821,4939.302982739625,0.0,0.0
2025-12-21,09:00-10:00,0.9789499999999999,7092.654833333333,4206.934416666666,2885.720416666666,1049.3640598611098,734.7728436431936,0.0,2150.9475730234726,2549.361234935766,0.0,0.0
2025-12-21,10:00-11:00,0.8651666666666668,7040.085933333333,4949.639466666666,2090.4464666666668,2431.6024666666663,1828.9161290251568,789.767101379936,1051.2974390214458,2092.043360598324,0.0,0.0
2025-12-21,11:00-12:00,0.4729166666666667,6790.04235,5332.657,1457.38535,6752.4845445833325,6079.708617989496,4582.056449641899,0.0,6215.894165276034,0.0,40.266818347595745
2025-12-21,12:00-13:00,0.5249833333333334,6479.911183333334,5716.80555,763.1056333333332,5187.145982499999,5083.564309334558,4176.692779830519,0.0,9974.9176671235,0.0,143.76589617070567
2025-12-21,13:00-14:00,0.88455,6534.910766666666,5120.173716666666,1414.7370499999997,1342.4950731944439,1417.2489441777734,304.3948108444405,301.8829166666668,9913.447533920535,0.0,0.0
2025-12-21,14:00-15:00,0.9537833333333333,6316.1689333333325,3839.4020166666664,2476.7669166666665,1420.4487916666667,1509.8996307215277,833.3333333333333,1884.5168854289245,8569.539883443951,0.0,84.3162661504524
2025-12-21,15:00-16:00,0.7422833333333334,6234.421299999999,2058.003583333333,4176.417716666667,7411.834512208502,7877.706427921824,2478.2890183956097,0.0,10800.0,0.0,1222.9996928595485
2025-12-21,16:00-17:00,0.8838666666666666,6123.67,573.0821666666667,5550.587833333333,5810.066206527778,5866.62063861251,0.0,0.0,10800.0,0.0,316.0328052791775
2025-12-21,17:00-18:00,1.03135,5761.741249999999,1.1076833333333334,5760.6335666666655,5924.0265968055555,5942.395786586083,0.0,0.0,10800.0,0.0,181.76221991941725
2025-12-21,18:00-19:00,1.2737,4426.5840333333335,0.005716666666666667,4426.578316666666,3254.91947875,3165.5941098703456,0.0,1266.3074615436954,9392.991709395894,0.0,5.3232547473742216
2025-12-21,19:00-20:00,1.3482666666666665,4423.396949999999,0.0,4423.396949999999,0.0,0.0,0.0,4423.396949999999,4478.106209395894,0.0,0.0
2025-12-21,20:00-21:00,1.2652,4256.069266666667,0.0,4256.069266666667,1482.3704475000002,1480.1539886187684,66.61048861876839,2842.5257666666666,1379.6936861898234,0.0,0.0
2025-12-21,21:00-22:00,0.8275666666666667,4142.427483333332,0.0,4142.427483333332,4250.573465416666,4249.219229108422,106.7917457750898,0.0,1475.8062573874045,0.0,0.0
2025-12-21,22:00-23:00,0.41815,3292.6697,0.0,3292.6697,4289.26137625,4287.043577942993,977.8171629166667,5.021416666666596,2350.262352160553,0.0,21.578131692992656
2025-12-21,23:00-24:00,0.4249166666666666,3472.020083333333,0.0,3472.020083333333,3628.246445833333,3628.246445833333,156.22636249999982,0.0,2490.8660784105523,0.0,0.0
